WERD,LENGTHofWERD,INITIAL,FREQEST,GROUP,INVENTORY,CONTAINS,MASQ
PERSPIRIEST,11,P,-2147221499,3,6,EIPRST,3801632
PERTURBATORIES,14,P,-2147221499,3,10,ABEIOPRSTU,8061478
PERTUSSISES,11,P,-2147221499,3,7,EIPRSTU,7995936
PERVASIVENESSES,15,P,-2147221499,3,8,AEINPRSV,10109474
PERVERTEDNESSES,15,P,-2147221499,3,8,DENPRSTV,12206128
PERVIATED,9,P,-2147221499,3,8,ADEIPRTV,11141682
PERVIATING,10,P,-2147221499,3,9,AEGINPRTV,11158178
PERVICACIES,11,P,-2147221499,3,8,ACEIPRSV,10093098
PERVICACITIES,13,P,-2147221499,3,9,ACEIPRSTV,12190250
PERVIOUSNESSES,14,P,-2147221499,3,9,EINOPRSUV,14369312
PESKINESSES,11,P,-2147221499,3,6,EIKNPS,1198624
PESTERMENTS,11,P,-2147221499,3,7,EMNPRST,3825696
PESTOLOGICAL,12,P,-2147221499,3,10,ACEGILOPST,3347114
PESTOLOGIES,11,P,-2147221499,3,8,EGILOPST,3347104
PETAHERTZES,11,P,-2147221499,3,8,AEHPRSTZ,138019106
PETALISMS,9,P,-2147221499,3,8,AEILMPST,3289634
PETALODIES,10,P,-2147221499,3,9,ADEILOPST,3346994
PETALOMANIAS,12,P,-2147221499,3,10,AEILMNOPST,3371554
PETAMETRES,10,P,-2147221499,3,7,AEMPRST,3809314
PETASOSES,9,P,-2147221499,3,6,AEOPST,3342370
PETASUSES,9,P,-2147221499,3,6,AEPSTU,7471138
PETAURINES,10,P,-2147221499,3,9,AEINPRSTU,8012322
PETITENESSES,12,P,-2147221499,3,6,EINPST,3293728
PETNAP,6,P,-2147221499,3,5,AENPT,2244642
PETNAPER,8,P,-2147221499,3,6,AENPRT,2768930
PETNAPERS,9,P,-2147221499,3,7,AENPRST,3817506
PETNAPINGS,10,P,-2147221499,3,8,AEGINPST,3293858
PETNAPPED,9,P,-2147221499,3,6,ADENPT,2244658
PETNAPS,7,P,-2147221499,3,6,AENPST,3293218
PETRICHORS,10,P,-2147221499,3,9,CEHIOPRST,3867432
PETRISSAGES,11,P,-2147221499,3,8,AEGIPRST,3801762
PETRODROME,10,P,-2147221499,3,7,DEMOPRT,2826288
PETRODROMES,11,P,-2147221499,3,8,DEMOPRST,3874864
PETROGENIES,11,P,-2147221499,3,9,EGINOPRST,3883680
PETROGLYPHIES,13,P,-2147221499,3,11,EGHILOPRSTY,70980512
PETROLAGES,10,P,-2147221499,3,9,AEGLOPRST,3870882
PETROMONEYS,11,P,-2147221499,3,9,EMNOPRSTY,71000096
PETROMONIES,11,P,-2147221499,3,9,EIMNOPRST,3891744
PETSAIS,7,P,-2147221499,3,6,AEIPST,3277346
PETTEDNESSES,12,P,-2147221499,3,6,DENPST,3293232
PETTICHAPSES,12,P,-2147221499,3,8,ACEHIPST,3277610
PETUNTZES,9,P,-2147221499,3,7,ENPSTUZ,141705248
PEWTERIER,9,P,-2147221499,3,6,EIPRTW,19530272
PEWTERIEST,10,P,-2147221499,3,7,EIPRSTW,20578848
PEYOTISMS,9,P,-2147221499,3,8,EIMOPSTY,70459936
PEYOTLS,7,P,-2147221499,3,7,ELOPSTY,70455328
PHAEISMS,8,P,-2147221499,3,7,AEHIMPS,1188642
PHAELONIONS,11,P,-2147221499,3,9,AEHILNOPS,1266466
PHAENOLOGIES,12,P,-2147221499,3,10,AEGHILNOPS,1266594
PHAENOTYPED,11,P,-2147221499,3,9,ADEHNOPTY,69419314
PHAENOTYPING,12,P,-2147221499,3,10,AEGHINOPTY,69419938
PHAGEDAENAS,11,P,-2147221499,3,8,ADEGHNPS,1196466
PHAGOCYTISES,12,P,-2147221499,3,11,ACEGHIOPSTY,70452138
PHAGOCYTISMS,12,P,-2147221499,3,11,ACGHIMOPSTY,70460298
PHAGOMANIAC,11,P,-2147221499,3,9,ACGHIMNOP,222090
PHAGOMANIACS,12,P,-2147221499,3,10,ACGHIMNOPS,1270666
PHAGOMANIAS,11,P,-2147221499,3,9,AGHIMNOPS,1270658
PHAGOPHOBIAS,12,P,-2147221499,3,8,ABGHIOPS,1246086
PHALANSTERISMS,14,P,-2147221499,3,11,AEHILMNPRST,3830562
PHALANSTERISTS,14,P,-2147221499,3,10,AEHILNPRST,3822370
PHALLINS,8,P,-2147221499,3,7,AHILNPS,1200898
PHALLISMS,9,P,-2147221499,3,7,AHILMPS,1192706
PHALLOCENTRISMS,15,P,-2147221499,3,13,ACEHILMNOPRST,3896106
PHANTASMALITIES,15,P,-2147221499,3,10,AEHILMNPST,3306274
PHANTASTRIES,12,P,-2147221499,3,9,AEHINPRST,3818274
PHARMACOPOEIANS,15,P,-2147221499,3,11,ACEHIMNOPRS,1794858
PHARMINGS,9,P,-2147221499,3,9,AGHIMNPRS,1729410
PHARYNGITISES,13,P,-2147221499,3,11,AEGHINPRSTY,70927266
PHARYNGOLOGIES,14,P,-2147221499,3,12,AEGHILNOPRSY,68899746
PHARYNGOLOGISTS,15,P,-2147221499,3,12,AGHILNOPRSTY,70996866
PHARYNGOSCOPIES,15,P,-2147221499,3,12,ACEGHINOPRSY,68895658
PHEAZARS,8,P,-2147221499,3,7,AEHPRSZ,135921954
PHEESED,7,P,-2147221499,3,5,DEHPS,1179952
PHEESES,7,P,-2147221499,3,4,EHPS,1179936
PHEESING,8,P,-2147221499,3,7,EGHINPS,1196960
PHEEZES,7,P,-2147221499,3,5,EHPSZ,135397664
PHEEZING,8,P,-2147221499,3,7,EGHINPZ,134366112
PHENACAINES,11,P,-2147221499,3,8,ACEHINPS,1196842
PHENAKISMS,10,P,-2147221499,3,9,AEHIKMNPS,1207074
PHENAZINS,9,P,-2147221499,3,8,AEHINPSZ,135414562
PHENFORMINS,11,P,-2147221499,3,10,EFHIMNOPRS,1794912
PHENGOPHOBIAS,13,P,-2147221499,3,10,ABEGHINOPS,1262502
PHENMETRAZINES,14,P,-2147221499,3,11,AEHIMNPRSTZ,138044194
PHENOMENISE,11,P,-2147221499,3,8,EHIMNOPS,1270560
PHENOMENISED,12,P,-2147221499,3,9,DEHIMNOPS,1270576
PHENOMENISES,12,P,-2147221499,3,8,EHIMNOPS,1270560
PHENOMENISING,13,P,-2147221499,3,9,EGHIMNOPS,1270688
PHENOMENISMS,12,P,-2147221499,3,8,EHIMNOPS,1270560
PHENOMENIZES,12,P,-2147221499,3,9,EHIMNOPSZ,135488288
PHENTOLAMINES,13,P,-2147221499,3,11,AEHILMNOPST,3371810
PHENYLEPHRINES,14,P,-2147221499,3,9,EHILNPRSY,68834080
PHENYLMETHYLS,13,P,-2147221499,3,9,EHLMNPSTY,70414624
PHESING,7,P,-2147221499,3,7,EGHINPS,1196960
PHIALLED,8,P,-2147221499,3,7,ADEHILP,135986
PHIALLING,9,P,-2147221499,3,7,AGHILNP,152450
PHILAMOTS,9,P,-2147221499,3,9,AHILMOPST,3355394
PHILAVERIES,11,P,-2147221499,3,9,AEHILPRSV,10097442
PHILAVERY,9,P,-2147221499,3,9,AEHILPRVY,76157730
PHILHELLENISMS,14,P,-2147221499,3,8,EHILMNPS,1209120
PHILHORSES,10,P,-2147221499,3,8,EHILOPRS,1774368
PHILLUMENIES,12,P,-2147221499,3,9,EHILMNPSU,5403424
PHILOGYNIES,11,P,-2147221499,3,10,EGHILNOPSY,68375456
PHILOMATHIES,12,P,-2147221499,3,10,AEHILMOPST,3355426
PHILOMOTS,9,P,-2147221499,3,8,HILMOPST,3355392
PHILTRING,9,P,-2147221499,3,8,GHILNPRT,2773888
PHINNOCKS,9,P,-2147221499,3,8,CHIKNOPS,1264392
PHISHINGS,9,P,-2147221499,3,6,GHINPS,1196928
PHLEBITISES,11,P,-2147221499,3,8,BEHILPST,3281700
PHLEBOLOGIES,12,P,-2147221499,3,9,BEGHILOPS,1250212
PHLEBOSCLEROSES,15,P,-2147221499,3,9,BCEHLOPRS,1773868
PHLEGMAGOGIC,12,P,-2147221499,3,10,ACEGHILMOP,209834
PHLEGMAGOGICS,13,P,-2147221499,3,11,ACEGHILMOPS,1258410
PHLORIZINS,10,P,-2147221499,3,9,HILNOPRSZ,136008448
PHOBISMS,8,P,-2147221499,3,7,BHIMOPS,1254148
PHOCOMELIES,11,P,-2147221499,3,9,CEHILMOPS,1258280
PHOENIXISMS,11,P,-2147221499,3,9,EHIMNOPSX,34824992
PHOLIDOSES,10,P,-2147221499,3,8,DEHILOPS,1250096
PHONASTHENIAS,13,P,-2147221499,3,9,AEHINOPST,3359522
PHONEMICISES,12,P,-2147221499,3,9,CEHIMNOPS,1270568
PHONETICISES,12,P,-2147221499,3,9,CEHINOPST,3359528
PHONETISATIONS,14,P,-2147221499,3,9,AEHINOPST,3359522
PHONETISE,9,P,-2147221499,3,8,EHINOPST,3359520
PHONETISES,10,P,-2147221499,3,8,EHINOPST,3359520
PHONETISING,11,P,-2147221499,3,9,EGHINOPST,3359648
PHONETIZES,10,P,-2147221499,3,9,EHINOPSTZ,137577248
PHONEYNESSES,12,P,-2147221499,3,7,EHNOPSY,68370720
PHONMETERS,10,P,-2147221499,3,9,EHMNOPRST,3891488
PHONOFIDDLES,12,P,-2147221499,3,10,DEFHILNOPS,1266544
PHONOPHOBIAS,12,P,-2147221499,3,8,ABHINOPS,1262342
PHONOTYPED,10,P,-2147221499,3,8,DEHNOPTY,69419312
PHONOTYPER,10,P,-2147221499,3,8,EHNOPRTY,69943584
PHONOTYPERS,11,P,-2147221499,3,9,EHNOPRSTY,70992160
PHONOTYPIES,11,P,-2147221499,3,9,EHINOPSTY,70468384
PHONOTYPING,11,P,-2147221499,3,8,GHINOPTY,69419904
PHOSGENITES,11,P,-2147221499,3,9,EGHINOPST,3359648
PHOSPHOCREATINS,15,P,-2147221499,3,11,ACEHINOPRST,3883818
PHOSPHORISMS,12,P,-2147221499,3,7,HIMOPRS,1778432
PHOTOBLOGGED,12,P,-2147221499,3,9,BDEGHLOPT,2298292
PHOTOCOPYINGS,13,P,-2147221499,3,10,CGHINOPSTY,70468488
PHOTODISKS,10,P,-2147221499,3,8,DHIKOPST,3345168
PHOTOFINISHINGS,15,P,-2147221499,3,9,FGHINOPST,3359680
PHOTOGEOLOGIES,14,P,-2147221499,3,9,EGHILOPST,3347360
PHOTOGLYPHIES,13,P,-2147221499,3,10,EGHILOPSTY,70456224
PHOTOINDUCTIONS,15,P,-2147221499,3,10,CDHINOPSTU,7553816
PHOTOLUMINESCED,15,P,-2147221499,3,13,CDEHILMNOPSTU,7566136
PHOTONASTIES,12,P,-2147221499,3,9,AEHINOPST,3359522
PHOTOOXIDISES,13,P,-2147221499,3,9,DEHIOPSTX,36897584
PHOTOPHILIES,12,P,-2147221499,3,8,EHILOPST,3347232
PHOTOPHILS,10,P,-2147221499,3,7,HILOPST,3347200
PHOTOPHONIES,12,P,-2147221499,3,8,EHINOPST,3359520
PHOTOPHORESES,13,P,-2147221499,3,7,EHOPRST,3866912
PHOTOPIAS,9,P,-2147221499,3,7,AHIOPST,3343106
PHOTOREALISMS,13,P,-2147221499,3,11,AEHILMOPRST,3879714
PHOTOSETTINGS,13,P,-2147221499,3,9,EGHINOPST,3359648
PHOTOTONUSES,12,P,-2147221499,3,8,EHNOPSTU,7553312
PHOTOTROPIES,12,P,-2147221499,3,8,EHIOPRST,3867424
PHOTOTYPESETS,13,P,-2147221499,3,7,EHOPSTY,70451488
PHPHT,5,P,-2147221499,3,3,HPT,2228480
PHRASEMAKINGS,13,P,-2147221499,3,11,AEGHIKMNPRS,1731490
PHRASEOGRAPHIES,15,P,-2147221499,3,9,AEGHIOPRS,1770402
PHRASIEST,9,P,-2147221499,3,8,AEHIPRST,3801890
PHREAKINGS,10,P,-2147221499,3,10,AEGHIKNPRS,1723298
PHRENESES,9,P,-2147221499,3,6,EHNPRS,1720608
PHRENETICNESS,13,P,-2147221499,3,9,CEHINPRST,3818280
PHRENETICNESSES,15,P,-2147221499,3,9,CEHINPRST,3818280
PHRENISMS,9,P,-2147221499,3,8,EHIMNPRS,1729312
PHRENITIDES,11,P,-2147221499,3,9,DEHINPRST,3818288
PHRENITISES,11,P,-2147221499,3,8,EHINPRST,3818272
PHRENOLOGISES,13,P,-2147221499,3,10,EGHILNOPRS,1790880
PHRENOLOGISING,14,P,-2147221499,3,10,EGHILNOPRS,1790880
PHRENOLOGIZES,13,P,-2147221499,3,11,EGHILNOPRSZ,136008608
PHRENSYING,10,P,-2147221499,3,9,EGHINPRSY,68830112
PHTHIRIASES,11,P,-2147221499,3,8,AEHIPRST,3801890
PHYCOLOGIES,11,P,-2147221499,3,10,CEGHILOPSY,68359080
PHYCOPHAEINS,12,P,-2147221499,3,10,ACEHINOPSY,68371242
PHYCOXANTHINS,13,P,-2147221499,3,11,ACHINOPSTXY,104022794
PHYLAXISES,10,P,-2147221499,3,9,AEHILPSXY,101847842
PHYLESES,8,P,-2147221499,3,6,EHLPSY,68292896
PHYLESISES,10,P,-2147221499,3,7,EHILPSY,68293408
PHYLLOMANIAS,12,P,-2147221499,3,10,AHILMNOPSY,68383490
PHYSHARMONICAS,14,P,-2147221499,3,11,ACHIMNOPRSY,68903690
PHYSIATRIES,11,P,-2147221499,3,9,AEHIPRSTY,70910754
PHYSICALNESSES,14,P,-2147221499,3,10,ACEHILNPSY,68309802
PHYSIOCRACIES,13,P,-2147221499,3,10,ACEHIOPRSY,68879146
PHYSIOLATER,11,P,-2147221499,3,11,AEHILOPRSTY,70980386
PHYSIOLATERS,12,P,-2147221499,3,11,AEHILOPRSTY,70980386
PHYSIOLATRIES,13,P,-2147221499,3,11,AEHILOPRSTY,70980386
PHYSIOLOGUSES,13,P,-2147221499,3,10,EGHILOPSUY,72553376
PHYSITHEISMS,12,P,-2147221499,3,8,EHIMPSTY,70394656
PHYTOBENTHOSES,14,P,-2147221499,3,9,BEHNOPSTY,70467876
PHYTOGENESES,12,P,-2147221499,3,9,EGHNOPSTY,70468000
PHYTOGRAPHIES,13,P,-2147221499,3,11,AEGHIOPRSTY,70976418
PHYTONADIONES,13,P,-2147221499,3,11,ADEHINOPSTY,70468402
PHYTOTOMIES,11,P,-2147221499,3,9,EHIMOPSTY,70460192
PIACULARITIES,13,P,-2147221499,3,10,ACEILPRSTU,8000042
PIAFFERS,8,P,-2147221499,3,7,AEFIPRS,1704546
PIASABAS,8,P,-2147221499,3,5,ABIPS,1180166
PIASAVAS,8,P,-2147221499,3,5,AIPSV,9568770
PICAMARS,8,P,-2147221499,3,7,ACIMPRS,1712650
PICAROONED,10,P,-2147221499,3,9,ACDEINOPR,737850
PICHICIAGOS,11,P,-2147221499,3,8,ACGHIOPS,1246090
PICHURIMS,9,P,-2147221499,3,8,CHIMPRSU,5907208
PICKABACKED,11,P,-2147221499,3,8,ABCDEIKP,133694
PICKADILLO,10,P,-2147221499,3,8,ACDIKLOP,203290
PICKADILLOES,12,P,-2147221499,3,10,ACDEIKLOPS,1251898
PICKADILLOS,11,P,-2147221499,3,9,ACDIKLOPS,1251866
PICKAPACKED,11,P,-2147221499,3,7,ACDEIKP,133690
PICKAPACKING,12,P,-2147221499,3,7,ACGIKNP,150154
PICKAPACKS,10,P,-2147221499,3,6,ACIKPS,1182218
PICKBACKED,10,P,-2147221499,3,8,ABCDEIKP,133694
PICKBACKING,11,P,-2147221499,3,8,ABCGIKNP,150158
PICKBACKS,9,P,-2147221499,3,7,ABCIKPS,1182222
PICKEDNESSES,12,P,-2147221499,3,8,CDEIKNPS,1198648
PICKEERED,9,P,-2147221499,3,7,CDEIKPR,657976
PICKEERERS,10,P,-2147221499,3,7,CEIKPRS,1706536
PICKEERS,8,P,-2147221499,3,7,CEIKPRS,1706536
PICKINESSES,11,P,-2147221499,3,7,CEIKNPS,1198632
PICLORAMS,9,P,-2147221499,3,9,ACILMOPRS,1782282
PICNICKIER,10,P,-2147221499,3,7,CEIKNPR,674344
PICNICKIEST,11,P,-2147221499,3,8,CEIKNPST,3295784
PICONGS,7,P,-2147221499,3,7,CGINOPS,1262216
PICOWAVING,10,P,-2147221499,3,9,ACGINOPVW,25379466
PICROCARMINES,13,P,-2147221499,3,10,ACEIMNOPRS,1794602
PICTARNIES,10,P,-2147221499,3,9,ACEINPRST,3818026
PICTORIALNESSES,15,P,-2147221499,3,11,ACEILNOPRST,3887658
PIDDLIER,8,P,-2147221499,3,6,DEILPR,660016
PIDGINISATIONS,14,P,-2147221499,3,9,ADGINOPST,3359378
PIDGINISES,10,P,-2147221499,3,7,DEGINPS,1196720
PIECENS,7,P,-2147221499,3,6,CEINPS,1196584
PIEDNESSES,10,P,-2147221499,3,6,DEINPS,1196592
PIERCINGNESSES,14,P,-2147221499,3,8,CEGINPRS,1721000
PIEROGEN,8,P,-2147221499,3,7,EGINOPR,737952
PIEROGS,7,P,-2147221499,3,7,EGIOPRS,1770144
PIEZOMAGNETISMS,15,P,-2147221499,3,11,AEGIMNOPSTZ,137585314
PIEZOMETRIES,12,P,-2147221499,3,9,EIMOPRSTZ,138093088
PIFFERAROS,10,P,-2147221499,3,8,AEFIOPRS,1770082
PIFFEROS,8,P,-2147221499,3,7,EFIOPRS,1770080
PIGGINESSES,11,P,-2147221499,3,6,EGINPS,1196704
PIGGISHNESSES,13,P,-2147221499,3,7,EGHINPS,1196960
PIGHEADEDNESSES,15,P,-2147221499,3,9,ADEGHINPS,1196978
PIGNERATE,9,P,-2147221499,3,8,AEGINPRT,2769570
PIGNERATES,10,P,-2147221499,3,9,AEGINPRST,3818146
PIGNERATING,11,P,-2147221499,3,8,AEGINPRT,2769570
PIGNERATION,11,P,-2147221499,3,9,AEGINOPRT,2835106
PIGNERATIONS,12,P,-2147221499,3,10,AEGINOPRST,3883682
PIGNORATES,10,P,-2147221499,3,10,AEGINOPRST,3883682
PIGSCONCE,9,P,-2147221499,3,8,CEGINOPS,1262248
PIGSCONCES,10,P,-2147221499,3,8,CEGINOPS,1262248
PIGSNEYS,8,P,-2147221499,3,7,EGINPSY,68305568
PIGSTICKED,10,P,-2147221499,3,9,CDEGIKPST,3279544
PIGSWILLS,9,P,-2147221499,3,6,GILPSW,17961600
PIGWASHES,9,P,-2147221499,3,8,AEGHIPSW,17957794
PIHOIHOIS,9,P,-2147221499,3,5,HIOPS,1245952
PIKAKES,7,P,-2147221499,3,6,AEIKPS,1182242
PILCORNS,8,P,-2147221499,3,8,CILNOPRS,1790472
PILEORHIZAS,11,P,-2147221499,3,10,AEHILOPRSZ,135992098
PILFERINGLY,11,P,-2147221499,3,9,EFGILNPRY,67785440
PILGARLICKS,11,P,-2147221499,3,9,ACGIKLPRS,1710730
PILGRIMAGER,11,P,-2147221499,3,8,AEGILMPR,668322
PILGRIMISES,11,P,-2147221499,3,8,EGILMPRS,1716896
PILGRIMIZES,11,P,-2147221499,3,9,EGILMPRSZ,135934624
PILIEST,7,P,-2147221499,3,6,EILPST,3281440
PILLICOCKS,10,P,-2147221499,3,7,CIKLOPS,1251848
PILLIONIST,10,P,-2147221499,3,7,ILNOPST,3363328
PILLIONISTS,11,P,-2147221499,3,7,ILNOPST,3363328
PILLORISES,10,P,-2147221499,3,7,EILOPRS,1774112
PILLORISING,11,P,-2147221499,3,8,GILNOPRS,1790592
PILLORIZES,10,P,-2147221499,3,8,EILOPRSZ,135991840
PILLOWIER,9,P,-2147221499,3,7,EILOPRW,17502752
PILLOWIEST,10,P,-2147221499,3,8,EILOPSTW,20124192
PILLWORM,8,P,-2147221499,3,7,ILMOPRW,17510912
PILLWORMS,9,P,-2147221499,3,8,ILMOPRSW,18559488
PIMENTONS,9,P,-2147221499,3,8,EIMNOPST,3367456
PIMPLINESSES,12,P,-2147221499,3,7,EILMNPS,1208864
PINCHCOMMONS,12,P,-2147221499,3,8,CHIMNOPS,1270536
PINCHCOMMONSES,14,P,-2147221499,3,9,CEHIMNOPS,1270568
PINCHGUTS,9,P,-2147221499,3,9,CGHINPSTU,7488392
PINDOWNS,8,P,-2147221499,3,7,DINOPSW,18039312
PINEALECTOMISE,14,P,-2147221499,3,11,ACEILMNOPST,3371562
PINEALECTOMISES,15,P,-2147221499,3,11,ACEILMNOPST,3371562
PINEALECTOMIZE,14,P,-2147221499,3,11,ACEILMNOPTZ,136540714
PINEALECTOMIZES,15,P,-2147221499,3,12,ACEILMNOPSTZ,137589290
PINGRASSES,10,P,-2147221499,3,8,AEGINPRS,1720994
PINGUEFIED,10,P,-2147221499,3,8,DEFGINPU,4342512
PINGUEFIES,10,P,-2147221499,3,8,EFGINPSU,5391072
PINGUEFYING,11,P,-2147221499,3,8,EFGINPUY,71451360
PINGUIDITIES,12,P,-2147221499,3,9,DEGINPSTU,7488176
PINGUITUDES,11,P,-2147221499,3,9,DEGINPSTU,7488176
PINHEADEDNESSES,15,P,-2147221499,3,8,ADEHINPS,1196850
PINKINESSES,11,P,-2147221499,3,6,EIKNPS,1198624
PINKISHNESSES,13,P,-2147221499,3,7,EHIKNPS,1198880
PINKROOTS,9,P,-2147221499,3,8,IKNOPRST,3885568
PINNIEWINKLE,12,P,-2147221499,3,7,EIKLNPW,16931360
PINNIEWINKLES,13,P,-2147221499,3,8,EIKLNPSW,17979936
PINSWELLS,9,P,-2147221499,3,7,EILNPSW,17977888
PINTANOS,8,P,-2147221499,3,7,AINOPST,3359234
PINTUCKINGS,11,P,-2147221499,3,9,CGIKNPSTU,7490184
PINWRENCH,9,P,-2147221499,3,8,CEHINPRW,17449768
PINWRENCHES,11,P,-2147221499,3,9,CEHINPRSW,18498344
PINYINS,7,P,-2147221499,3,5,INPSY,68305408
PIONINGS,8,P,-2147221499,3,6,GINOPS,1262208
PIOUSNESSES,11,P,-2147221499,3,7,EINOPSU,5456416
PIPEAGES,8,P,-2147221499,3,6,AEGIPS,1180322
PIPERONALS,10,P,-2147221499,3,9,AEILNOPRS,1790498
PIPINESSES,10,P,-2147221499,3,5,EINPS,1196576
PIPIWHARAUROAS,14,P,-2147221499,3,9,AHIOPRSUW,22741762
PIPPIER,7,P,-2147221499,3,4,EIPR,655904
PIPPIEST,8,P,-2147221499,3,5,EIPST,3277344
PIQUANTNESSES,13,P,-2147221499,3,9,AEINPQSTU,7750178
PIRACETAMS,10,P,-2147221499,3,9,ACEIMPRST,3809834
PIRLICUED,9,P,-2147221499,3,8,CDEILPRU,4854328
PIRLICUES,9,P,-2147221499,3,8,CEILPRSU,5902888
PIRLICUING,10,P,-2147221499,3,8,CGILNPRU,4870792
PISCATRIXES,11,P,-2147221499,3,9,ACEIPRSTX,37356074
PISCIFAUNAE,11,P,-2147221499,3,9,ACEFINPSU,5390954
PISCIFAUNAS,11,P,-2147221499,3,8,ACFINPSU,5390922
PISHEOG,7,P,-2147221499,3,7,EGHIOPS,1246112
PISHEOGS,8,P,-2147221499,3,7,EGHIOPS,1246112
PISHOGE,7,P,-2147221499,3,7,EGHIOPS,1246112
PISHOGES,8,P,-2147221499,3,7,EGHIOPS,1246112
PISSASPHALTS,12,P,-2147221499,3,7,AHILPST,3281666
PITAPATTED,10,P,-2147221499,3,6,ADEIPT,2228786
PITCHINESSES,12,P,-2147221499,3,8,CEHINPST,3293992
PITIABLENESSES,14,P,-2147221499,3,9,ABEILNPST,3297830
PITILESSNESSES,14,P,-2147221499,3,7,EILNPST,3297824
PITUITES,8,P,-2147221499,3,6,EIPSTU,7471648
PITURIS,7,P,-2147221499,3,6,IPRSTU,7995904
PITYROSPORUMS,13,P,-2147221499,3,9,IMOPRSTUY,75178496
PIWAKAWAKAS,11,P,-2147221499,3,6,AIKPSW,17959426
PIXILLATES,10,P,-2147221499,3,8,AEILPSTX,36835874
PIXILLATIONS,12,P,-2147221499,3,9,AILNOPSTX,36917762
PIXINESSES,10,P,-2147221499,3,6,EINPSX,34751008
PIZAZZES,8,P,-2147221499,3,6,AEIPSZ,135397922
PIZAZZIER,9,P,-2147221499,3,6,AEIPRZ,134873634
PIZAZZIEST,10,P,-2147221499,3,7,AEIPSTZ,137495074
PIZZAZES,8,P,-2147221499,3,6,AEIPSZ,135397922
PIZZAZZES,9,P,-2147221499,3,6,AEIPSZ,135397922
PIZZAZZIER,10,P,-2147221499,3,6,AEIPRZ,134873634
PIZZAZZIEST,11,P,-2147221499,3,7,AEIPSTZ,137495074
PLACABILITIES,13,P,-2147221499,3,9,ABCEILPST,3281454
PLACABLENESSES,14,P,-2147221499,3,8,ABCELNPS,1200174
PLACENTOLOGIES,14,P,-2147221499,3,11,ACEGILNOPST,3363498
PLACIDNESSES,12,P,-2147221499,3,9,ACDEILNPS,1200698
PLACITORY,9,P,-2147221499,3,9,ACILOPRTY,69931530
PLAGIOTROPISMS,14,P,-2147221499,3,10,AGILMOPRST,3879554
PLAGIUMS,8,P,-2147221499,3,8,AGILMPSU,5386882
PLAGUIER,8,P,-2147221499,3,8,AEGILPRU,4854434
PLAIDMAN,8,P,-2147221499,3,7,ADILMNP,160274
PLAIDMEN,8,P,-2147221499,3,8,ADEILMNP,160306
PLAINTIVENESSES,15,P,-2147221499,3,9,AEILNPSTV,11686434
PLAINWORKS,10,P,-2147221499,3,10,AIKLNOPRSW,18569730
PLANENESSES,11,P,-2147221499,3,6,AELNPS,1200162
PLANESIDES,10,P,-2147221499,3,8,ADEILNPS,1200690
PLANETOLOGIES,13,P,-2147221499,3,10,AEGILNOPST,3363490
PLANLESSNESSES,14,P,-2147221499,3,6,AELNPS,1200162
PLANOGRAPHIES,13,P,-2147221499,3,11,AEGHILNOPRS,1790882
PLANOMETRIES,12,P,-2147221499,3,11,AEILMNOPRST,3895842
PLANTAGINACEOUS,15,P,-2147221499,3,12,ACEGILNOPSTU,7557802
PLANURIAS,9,P,-2147221499,3,8,AILNPRSU,5919234
PLANURIES,9,P,-2147221499,3,9,AEILNPRSU,5919266
PLANURY,7,P,-2147221499,3,7,ALNPRUY,71979010
PLASHIER,8,P,-2147221499,3,8,AEHILPRS,1708834
PLASHIEST,9,P,-2147221499,3,8,AEHILPST,3281698
PLASMAGELS,10,P,-2147221499,3,7,AEGLMPS,1192098
PLASMASOLS,10,P,-2147221499,3,6,ALMOPS,1257474
PLASMOGAMIES,12,P,-2147221499,3,9,AEGILMOPS,1258146
PLASTERIER,10,P,-2147221499,3,8,AEILPRST,3805730
PLASTERIEST,11,P,-2147221499,3,8,AEILPRST,3805730
PLASTERINESS,12,P,-2147221499,3,9,AEILNPRST,3822114
PLASTERINESSES,14,P,-2147221499,3,9,AEILNPRST,3822114
PLASTERSTONES,13,P,-2147221499,3,9,AELNOPRST,3887138
PLASTICENES,11,P,-2147221499,3,9,ACEILNPST,3297834
PLASTICISATIONS,15,P,-2147221499,3,9,ACILNOPST,3363338
PLASTICKIER,11,P,-2147221499,3,10,ACEIKLPRST,3807786
PLASTICKIEST,12,P,-2147221499,3,9,ACEIKLPST,3283498
PLASTILINAS,11,P,-2147221499,3,7,AILNPST,3297794
PLASTOGAMIES,12,P,-2147221499,3,10,AEGILMOPST,3355298
PLASTOMETRIES,13,P,-2147221499,3,10,AEILMOPRST,3879458
PLASTRUMS,9,P,-2147221499,3,8,ALMPRSTU,8007682
PLATEASMS,9,P,-2147221499,3,7,AELMPST,3289122
PLATEGLASSES,12,P,-2147221499,3,7,AEGLPST,3281058
PLATELAYINGS,12,P,-2147221499,3,10,AEGILNPSTY,70406818
PLATEMAKINGS,12,P,-2147221499,3,11,AEGIKLMNPST,3308194
PLATFORMINGS,12,P,-2147221499,3,12,AFGILMNOPRST,3896002
PLATIEST,8,P,-2147221499,3,7,AEILPST,3281442
PLATINIRIDIUMS,14,P,-2147221499,3,11,ADILMNPRSTU,8024594
PLATINISATIONS,14,P,-2147221499,3,8,AILNOPST,3363330
PLATINISES,10,P,-2147221499,3,8,AEILNPST,3297826
PLATINIZATIONS,14,P,-2147221499,3,9,AILNOPSTZ,137581058
